oD code,Organisation,Year,Region,Spending,Notes
6,Billy Graham Evangelistic Association,2009,Europe,"$1,446,105",
7,Capitol Ministries,2009,Europe,$0,
8,Cato Institute,2009,Europe,"$67,000",
9,Exodus Cry,2009,Europe,,No 990
10,Family Research Council,2009,Europe,,No Schedule F
11,Family Watch International,2009,Europe,,No 990
12,Federalist Society,2009,Europe,,No Schedule F
13,Fellowship Foundation ,2009,Europe,"$109,959",
14,Focus on the Family,2009,Europe,"$95,215",
15,Heartbeat International,2009,Europe,$0,
16,Home School Legal Defense Association,2009,Europe,"$11,548",
17,Human Life International,2009,Europe,"$289,220",
18,International House of Prayer,2009,Europe,$0,
19,International Human Rights Group,2009,Europe,,No 990
20,InterVarsity Christian Fellowship,2009,Europe,"$3,778,344",
21,Leadership Institute,2009,Europe,"$47,897",
22,Liberty Counsel,2009,Europe,,No 990
23,LifeSiteNews,2009,Europe,,No Schedule F
24,Population Research Institute,2009,Europe,"$83,519",
25,Religious Freedom Institute,2009,Europe,,No 990
26,Summit Ministries,2009,Europe,"$205,234",
27,The Heritage Foundation,2009,Europe,"$68,937",
28,World Youth Alliance,2009,Europe,"$65,708",
1,Acton Institute for the Study of Religion and Liberty,2009,Latin America,"$72,500",
2,Alliance Defending Freedom,2009,Latin America,"$43,900",
3,American Center for Law and Justice,2009,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2009,Latin America,"$188,500",
5,Bethany Christian Services,2009,Latin America,,No Schedule F
6,Billy Graham Evangelistic Association,2009,Latin America,"$4,487,963",
7,Capitol Ministries,2009,Latin America,"$55,251",
8,Cato Institute,2009,Latin America,"$59,414",
9,Exodus Cry,2009,Latin America,,No 990
10,Family Research Council,2009,Latin America,,No Schedule F
11,Family Watch International,2009,Latin America,,No 990
12,Federalist Society,2009,Latin America,,No Schedule F
13,Fellowship Foundation,2009,Latin America,"$446,441",
14,Focus on the Family,2009,Latin America,"$1,010,663",
15,Heartbeat International,2009,Latin America,$0,
16,Home School Legal Defense Association,2009,Latin America,$0,
17,Human Life International,2009,Latin America,"$408,406",
18,International House of Prayer,2009,Latin America,$0,
19,International Human Rights Group,2009,Latin America,,No 990
20,InterVarsity Christian Fellowship,2009,Latin America,"$91,418",
21,Leadership Institute,2009,Latin America,"$55,787",
22,Liberty Counsel,2009,Latin America,,No 990
23,LifeSiteNews,2009,Latin America,,No Schedule F
24,Population Research Institute,2009,Latin America,"$83,519",
25,Religious Freedom Institute,2009,Latin America,,No 990
26,Summit Ministries,2009,Latin America,$0,
27,The Heritage Foundation,2009,Latin America,"$4,917",
28,World Youth Alliance,2009,Latin America,"$45,300",
1,Acton Institute for the Study of Religion and Liberty,2009,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2009,Middle East & North Africa,$0,
3,American Center for Law and Justice,2009,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2009,Middle East & North Africa,$0,
5,Bethany Christian Services,2009,Middle East & North Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2009,Middle East & North Africa,$0,
7,Capitol Ministries,2009,Middle East & North Africa,$0,
8,Cato Institute,2009,Middle East & North Africa,$0,
9,Exodus Cry,2009,Middle East & North Africa,,No 990
10,Family Research Council,2009,Middle East & North Africa,,No Schedule F
11,Family Watch International,2009,Middle East & North Africa,,No 990
12,Federalist Society,2009,Middle East & North Africa,,No Schedule F
13,Fellowship Foundation,2009,Middle East & North Africa,"$128,452",
14,Focus on the Family,2009,Middle East & North Africa,"$230,805",
15,Heartbeat International,2009,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2009,Middle East & North Africa,$0,
17,Human Life International,2009,Middle East & North Africa,"$35,996",
18,International House of Prayer,2009,Middle East & North Africa,$0,
19,International Human Rights Group,2009,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2009,Middle East & North Africa,"$182,307",
21,Leadership Institute,2009,Middle East & North Africa,$0,
22,Liberty Counsel,2009,Middle East & North Africa,,No 990
23,LifeSiteNews,2009,Middle East & North Africa,,No Schedule F
24,Population Research Institute,2009,Middle East & North Africa,$0,
25,Religious Freedom Institute,2009,Middle East & North Africa,,No 990
26,Summit Ministries,2009,Middle East & North Africa,$0,
27,The Heritage Foundation,2009,Middle East & North Africa,"$6,063",
28,World Youth Alliance,2009,Middle East & North Africa,$0,
1,Acton Institute for the Study of Religion and Liberty,2009,North America (outside the US),$0,
2,Alliance Defending Freedom,2009,North America (outside the US),"$99,856",
3,American Center for Law and Justice,2009,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2009,North America (outside the US),$0,
5,Bethany Christian Services,2009,North America (outside the US),,No Schedule F
6,Billy Graham Evangelistic Association,2009,North America (outside the US),"$824,802",
7,Capitol Ministries,2009,North America (outside the US),$0,
8,Cato Institute,2009,North America (outside the US),$0,
9,Exodus Cry,2009,North America (outside the US),,No 990
10,Family Research Council,2009,North America (outside the US),,No Schedule F
11,Family Watch International,2009,North America (outside the US),,No 990
12,Federalist Society,2009,North America (outside the US),,No Schedule F
13,Fellowship Foundation,2009,North America (outside the US),"$7,300",
14,Focus on the Family,2009,North America (outside the US),"$92,470",
15,Heartbeat International,2009,North America (outside the US),"$72,415",
16,Home School Legal Defense Association,2009,North America (outside the US),"$2,456",
17,Human Life International,2009,North America (outside the US),"$26,010",
18,International House of Prayer,2009,North America (outside the US),"$1,443",
19,International Human Rights Group,2009,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2009,North America (outside the US),"$754,094",
21,Leadership Institute,2009,North America (outside the US),$0,
22,Liberty Counsel,2009,North America (outside the US),,No 990
23,LifeSiteNews,2009,North America (outside the US),,No Schedule F
24,Population Research Institute,2009,North America (outside the US),$0,
25,Religious Freedom Institute,2009,North America (outside the US),,No 990
26,Summit Ministries,2009,North America (outside the US),$0,
27,The Heritage Foundation,2009,North America (outside the US),$0,
28,World Youth Alliance,2009,North America (outside the US),$0,
1,Acton Institute for the Study of Religion and Liberty,2008,Africa,"$5,000",
2,Alliance Defending Freedom,2008,Africa,$0,
3,American Center for Law and Justice,2008,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2008,Africa,$0,
5,Bethany Christian Services,2008,Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Africa,$0,
7,Capitol Ministries,2008,Africa,$0,
8,Cato Institute,2008,Africa,"$47,223",
9,Exodus Cry,2008,Africa,,No 990
10,Family Research Council,2008,Africa,,No Schedule F
11,Family Watch International,2008,Africa,,No 990
12,Federalist Society,2008,Africa,,No Schedule F
13,Fellowship Foundation,2008,Africa,"$2,370,755",
14,Focus on the Family,2008,Africa,"$333,966",
15,Heartbeat International,2008,Africa,,No Schedule F
16,Home School Legal Defense Association,2008,Africa,$0,
17,Human Life International,2008,Africa,"$334,575",
18,International House of Prayer,2008,Africa,$153,
19,International Human Rights Group,2008,Africa,,No 990
20,InterVarsity Christian Fellowship,2008,Africa,"$59,310",
21,Leadership Institute,2008,Africa,,No Schedule F
22,Liberty Counsel,2008,Africa,,No 990
23,LifeSiteNews,2008,Africa,,No 990
24,Population Research Institute,2008,Africa,$0,
25,Religious Freedom Institute,2008,Africa,,No 990
26,Summit Ministries,2008,Africa,$0,
27,The Heritage Foundation,2008,Africa,"$7,040",
28,World Youth Alliance,2008,Africa,,No 990
1,Acton Institute for the Study of Religion and Liberty,2008,Asia,$0,
2,Alliance Defending Freedom,2008,Asia,"$37,000",
3,American Center for Law and Justice,2008,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2008,Asia,$0,
5,Bethany Christian Services,2008,Asia,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Asia,"$3,611,507",
7,Capitol Ministries,2008,Asia,$0,
8,Cato Institute,2008,Asia,"$114,000",
9,Exodus Cry,2008,Asia,,No 990
10,Family Research Council,2008,Asia,,No Schedule F
11,Family Watch International,2008,Asia,,No 990
12,Federalist Society,2008,Asia,,No Schedule F
13,Fellowship Foundation,2008,Asia,"$225,445",
14,Focus on the Family,2008,Asia,"$738,451",
15,Heartbeat International,2008,Asia,,No Schedule F
16,Home School Legal Defense Association,2008,Asia,$0,
17,Human Life International,2008,Asia,"$212,514",
18,International House of Prayer,2008,Asia,44757,
19,International Human Rights Group,2008,Asia,,No 990
20,InterVarsity Christian Fellowship,2008,Asia,"$135,086",
21,Leadership Institute,2008,Asia,,No Schedule F
22,Liberty Counsel,2008,Asia,,No 990
23,LifeSiteNews,2008,Asia,,No 990
24,Population Research Institute,2008,Asia,"$35,446",
25,Religious Freedom Institute,2008,Asia,,No 990
26,Summit Ministries,2008,Asia,$0,
27,The Heritage Foundation,2008,Asia,195539,
28,World Youth Alliance,2008,Asia,,No Schedule F
1,Acton Institute for the Study of Religion and Liberty,2008,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2008,Eurasia/Russia,$0,
3,American Center for Law and Justice,2008,Eurasia/Russia,"$212,676",
4,"American Society for the Defense of Tradition, Family, Property",2008,Eurasia/Russia,$0,
5,Bethany Christian Services,2008,Eurasia/Russia,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Eurasia/Russia,"$580,132",
7,Capitol Ministries,2008,Eurasia/Russia,$0,
8,Cato Institute,2008,Eurasia/Russia,"$122,920",
9,Exodus Cry,2008,Eurasia/Russia,,No 990
10,Family Research Council,2008,Eurasia/Russia,,No Schedule F
11,Family Watch International,2008,Eurasia/Russia,,No 990
12,Federalist Society,2008,Eurasia/Russia,,No Schedule F
13,Fellowship Foundation,2008,Eurasia/Russia,"$59,079",
14,Focus on the Family,2008,Eurasia/Russia,$0,
15,Heartbeat International,2008,Eurasia/Russia,,No Schedule F
16,Home School Legal Defense Association,2008,Eurasia/Russia,$0,
17,Human Life International,2008,Eurasia/Russia,"$42,681",
18,International House of Prayer,2008,Eurasia/Russia,$0,
19,International Human Rights Group,2008,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2008,Eurasia/Russia,"$409,862",
21,Leadership Institute,2008,Eurasia/Russia,,No Schedule F
22,Liberty Counsel,2008,Eurasia/Russia,,No 990
23,LifeSiteNews,2008,Eurasia/Russia,,No 990
24,Population Research Institute,2008,Eurasia/Russia,$0,
25,Religious Freedom Institute,2008,Eurasia/Russia,,No 990
26,Summit Ministries,2008,Eurasia/Russia,$0,
27,The Heritage Foundation,2008,Eurasia/Russia,"$175,738",
28,World Youth Alliance,2008,Eurasia/Russia,,No 990
1,Acton Institute for the Study of Religion and Liberty,2008,Europe,"$166,479",
2,Alliance Defending Freedom,2008,Europe,"$226,870",
3,American Center for Law and Justice,2008,Europe,"$747,929",
4,"American Society for the Defense of Tradition, Family, Property",2008,Europe,$0,
5,Bethany Christian Services,2008,Europe,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Europe,"$2,580,075",
7,Capitol Ministries,2008,Europe,$0,
8,Cato Institute,2008,Europe,"$243,099",
9,Exodus Cry,2008,Europe,,No 990
10,Family Research Council,2008,Europe,,No Schedule F
11,Family Watch International,2008,Europe,,No 990
12,Federalist Society,2008,Europe,,No Schedule F
13,Fellowship Foundation ,2008,Europe,"$94,966",
14,Focus on the Family,2008,Europe,"$180,000",
15,Heartbeat International,2008,Europe,,No Schedule F
16,Home School Legal Defense Association,2008,Europe,"$14,519",
17,Human Life International,2008,Europe,"$228,132",
18,International House of Prayer,2008,Europe,$153,
19,International Human Rights Group,2008,Europe,,No 990
20,InterVarsity Christian Fellowship,2008,Europe,"$690,010",
21,Leadership Institute,2008,Europe,,No Schedule F
22,Liberty Counsel,2008,Europe,,No 990
23,LifeSiteNews,2008,Europe,,No 990
24,Population Research Institute,2008,Europe,"$35,446",
25,Religious Freedom Institute,2008,Europe,,No 990
26,Summit Ministries,2008,Europe,"$432,431",
27,The Heritage Foundation,2008,Europe,"$92,030",
28,World Youth Alliance,2008,Europe,,No 990
1,Acton Institute for the Study of Religion and Liberty,2008,Latin America,"$26,400",
2,Alliance Defending Freedom,2008,Latin America,$0,
3,American Center for Law and Justice,2008,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2008,Latin America,"$194,000",
5,Bethany Christian Services,2008,Latin America,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Latin America,"$7,782,785",
7,Capitol Ministries,2008,Latin America,"$20,406",
8,Cato Institute,2008,Latin America,"$595,482",
9,Exodus Cry,2008,Latin America,,No 990
10,Family Research Council,2008,Latin America,,No Schedule F
11,Family Watch International,2008,Latin America,,No 990
12,Federalist Society,2008,Latin America,,No Schedule F
13,Fellowship Foundation,2008,Latin America,"$635,540",
14,Focus on the Family,2008,Latin America,"$718,392",
15,Heartbeat International,2008,Latin America,,No Schedule F
16,Home School Legal Defense Association,2008,Latin America,$0,
17,Human Life International,2008,Latin America,"$654,643",
18,International House of Prayer,2008,Latin America,$0,
19,International Human Rights Group,2008,Latin America,,No 990
20,InterVarsity Christian Fellowship,2008,Latin America,"$41,971",
21,Leadership Institute,2008,Latin America,,No Schedule F
22,Liberty Counsel,2008,Latin America,,No 990
23,LifeSiteNews,2008,Latin America,,No 990
24,Population Research Institute,2008,Latin America,"$35,446",
25,Religious Freedom Institute,2008,Latin America,,No 990
26,Summit Ministries,2008,Latin America,$0,
27,The Heritage Foundation,2008,Latin America,"$14,546",
28,World Youth Alliance,2008,Latin America,,No 990
1,Acton Institute for the Study of Religion and Liberty,2008,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2008,Middle East & North Africa,$0,
3,American Center for Law and Justice,2008,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2008,Middle East & North Africa,$0,
5,Bethany Christian Services,2008,Middle East & North Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2008,Middle East & North Africa,"$195,418",
7,Capitol Ministries,2008,Middle East & North Africa,$0,
8,Cato Institute,2008,Middle East & North Africa,"$97,693",
9,Exodus Cry,2008,Middle East & North Africa,,No 990
10,Family Research Council,2008,Middle East & North Africa,,No Schedule F
11,Family Watch International,2008,Middle East & North Africa,,No 990
12,Federalist Society,2008,Middle East & North Africa,,No Schedule F
13,Fellowship Foundation,2008,Middle East & North Africa,"$325,779",
14,Focus on the Family,2008,Middle East & North Africa,"$189,288",
15,Heartbeat International,2008,Middle East & North Africa,,No Schedule F
16,Home School Legal Defense Association,2008,Middle East & North Africa,$0,
17,Human Life International,2008,Middle East & North Africa,"$28,996",
18,International House of Prayer,2008,Middle East & North Africa,$0,
19,International Human Rights Group,2008,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2008,Middle East & North Africa,"$181,313",
21,Leadership Institute,2008,Middle East & North Africa,,No Schedule F
22,Liberty Counsel,2008,Middle East & North Africa,,No 990
23,LifeSiteNews,2008,Middle East & North Africa,,No 990
24,Population Research Institute,2008,Middle East & North Africa,$0,
25,Religious Freedom Institute,2008,Middle East & North Africa,,No 990
26,Summit Ministries,2008,Middle East & North Africa,$0,
27,The Heritage Foundation,2008,Middle East & North Africa,$160,
28,World Youth Alliance,2008,Middle East & North Africa,,No Schedule F
1,Acton Institute for the Study of Religion and Liberty,2008,North America (outside the US),$0,
2,Alliance Defending Freedom,2008,North America (outside the US),"$17,500",
3,American Center for Law and Justice,2008,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2008,North America (outside the US),$0,
5,Bethany Christian Services,2008,North America (outside the US),,No Schedule F
6,Billy Graham Evangelistic Association,2008,North America (outside the US),"$2,236,844",
7,Capitol Ministries,2008,North America (outside the US),$0,
8,Cato Institute,2008,North America (outside the US),$0,
9,Exodus Cry,2008,North America (outside the US),,No 990
10,Family Research Council,2008,North America (outside the US),,No Schedule F
11,Family Watch International,2008,North America (outside the US),,No 990
12,Federalist Society,2008,North America (outside the US),,No Schedule F
13,Fellowship Foundation,2008,North America (outside the US),"$26,214",
14,Focus on the Family,2008,North America (outside the US),"$142,378",
15,Heartbeat International,2008,North America (outside the US),,No Schedule F
16,Home School Legal Defense Association,2008,North America (outside the US),$0,
17,Human Life International,2008,North America (outside the US),"$45,058",
18,International House of Prayer,2008,North America (outside the US),1304,
19,International Human Rights Group,2008,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2008,North America (outside the US),"$18,090",
21,Leadership Institute,2008,North America (outside the US),,No Schedule F
22,Liberty Counsel,2008,North America (outside the US),,No 990
23,LifeSiteNews,2008,North America (outside the US),,No 990
24,Population Research Institute,2008,North America (outside the US),"$35,446",
25,Religious Freedom Institute,2008,North America (outside the US),,No 990
26,Summit Ministries,2008,North America (outside the US),$0,
27,The Heritage Foundation,2008,North America (outside the US),0,
28,World Youth Alliance,2008,North America (outside the US),,No Schedule F
1,Acton Institute for the Study of Religion and Liberty,2007,Africa,,No Schedule F
2,Alliance Defending Freedom,2007,Africa,,No Schedule F
3,American Center for Law and Justice,2007,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2007,Africa,$0,
5,Bethany Christian Services,2007,Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Africa,$0,
7,Capitol Ministries,2007,Africa,,No Schedule F
8,Cato Institute,2007,Africa,,No Schedule F
9,Exodus Cry,2007,Africa,,No 990
10,Family Research Council,2007,Africa,"$5,000",
11,Family Watch International,2007,Africa,,No 990
12,Federalist Society,2007,Africa,,No Schedule F
13,Fellowship Foundation,2007,Africa,"$253,700",
14,Focus on the Family,2007,Africa,,No Schedule F
15,Heartbeat International,2007,Africa,,No Schedule F
16,Home School Legal Defense Association,2007,Africa,,No Schedule F
17,Human Life International,2007,Africa,"$226,964",
18,International House of Prayer,2007,Africa,,No Schedule F
19,International Human Rights Group,2007,Africa,,No 990
20,InterVarsity Christian Fellowship,2007,Africa,$0,
21,Leadership Institute,2007,Africa,,No Schedule F
22,Liberty Counsel,2007,Africa,,No 990
23,LifeSiteNews,2007,Africa,,No 990
24,Population Research Institute,2007,Africa,,No Schedule F
25,Religious Freedom Institute,2007,Africa,,No 990
26,Summit Ministries,2007,Africa,$0,
27,The Heritage Foundation,2007,Africa,,No Schedule F
28,World Youth Alliance,2007,Africa,"$19,920",
1,Acton Institute for the Study of Religion and Liberty,2007,Asia,,No Schedule F
2,Alliance Defending Freedom,2007,Asia,,No schedule F
3,American Center for Law and Justice,2007,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2007,Asia,2218,
5,Bethany Christian Services,2007,Asia,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Asia,"$26,148",
7,Capitol Ministries,2007,Asia,,No Schedule F
8,Cato Institute,2007,Asia,,No Schedule F
9,Exodus Cry,2007,Asia,,No 990
10,Family Research Council,2007,Asia,,No Schedule F
11,Family Watch International,2007,Asia,,No 990
12,Federalist Society,2007,Asia,,No Schedule F
13,Fellowship Foundation,2007,Asia,"$19,500",
14,Focus on the Family,2007,Asia,,No Schedule F
15,Heartbeat International,2007,Asia,,No Schedule F
16,Home School Legal Defense Association,2007,Asia,,No Schedule F
17,Human Life International,2007,Asia,"$132,324",
18,International House of Prayer,2007,Asia,,No Schedule F
19,International Human Rights Group,2007,Asia,,No 990
20,InterVarsity Christian Fellowship,2007,Asia,0,
21,Leadership Institute,2007,Asia,,No Schedule F
22,Liberty Counsel,2007,Asia,,No 990
23,LifeSiteNews,2007,Asia,,No 990
24,Population Research Institute,2007,Asia,,No Schedule F
25,Religious Freedom Institute,2007,Asia,,No 990
26,Summit Ministries,2007,Asia,$0,
27,The Heritage Foundation,2007,Asia,,No Schedule F
28,World Youth Alliance,2007,Asia,"$31,560",
1,Acton Institute for the Study of Religion and Liberty,2007,Eurasia/Russia,,No Schedule F
2,Alliance Defending Freedom,2007,Eurasia/Russia,,No Schedule F
3,American Center for Law and Justice,2007,Eurasia/Russia,"$259,304",
4,"American Society for the Defense of Tradition, Family, Property",2007,Eurasia/Russia,$0,
5,Bethany Christian Services,2007,Eurasia/Russia,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Eurasia/Russia,$0,
7,Capitol Ministries,2007,Eurasia/Russia,$0,
8,Cato Institute,2007,Eurasia/Russia,,No Schedule F
9,Exodus Cry,2007,Eurasia/Russia,,No 990
10,Family Research Council,2007,Eurasia/Russia,,No Schedule F
11,Family Watch International,2007,Eurasia/Russia,,No 990
12,Federalist Society,2007,Eurasia/Russia,,No Schedule F
13,Fellowship Foundation,2007,Eurasia/Russia,$0,
14,Focus on the Family,2007,Eurasia/Russia,,No Schedule F
15,Heartbeat International,2007,Eurasia/Russia,,No Schedule F 
16,Home School Legal Defense Association,2007,Eurasia/Russia,,No Schedule F 
17,Human Life International,2007,Eurasia/Russia,"$4,000",
18,International House of Prayer,2007,Eurasia/Russia,,No Schedule F
19,International Human Rights Group,2007,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2007,Eurasia/Russia,$0,
21,Leadership Institute,2007,Eurasia/Russia,,No Schedule F
22,Liberty Counsel,2007,Eurasia/Russia,,No 990
23,LifeSiteNews,2007,Eurasia/Russia,,No 990
24,Population Research Institute,2007,Eurasia/Russia,,No Schedule F
25,Religious Freedom Institute,2007,Eurasia/Russia,,No 990
26,Summit Ministries,2007,Eurasia/Russia,$0,
27,The Heritage Foundation,2007,Eurasia/Russia,,No Schedule F
28,World Youth Alliance,2007,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2007,Europe,,No Schedule F
2,Alliance Defending Freedom,2007,Europe,,No Schedule F
3,American Center for Law and Justice,2007,Europe,"$860,559",
4,"American Society for the Defense of Tradition, Family, Property",2007,Europe,$0,
5,Bethany Christian Services,2007,Europe,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Europe,"$20,000",
7,Capitol Ministries,2007,Europe,,No Schedule F
8,Cato Institute,2007,Europe,,No Schedule F
9,Exodus Cry,2007,Europe,,No 990
10,Family Research Council,2007,Europe,,No Schedule F
11,Family Watch International,2007,Europe,,No 990
12,Federalist Society,2007,Europe,,No Schedule F
13,Fellowship Foundation ,2007,Europe,"$16,470",
14,Focus on the Family,2007,Europe,,No Schedule F
15,Heartbeat International,2007,Europe,,No Schedule F
16,Home School Legal Defense Association,2007,Europe,,No Schedule F
17,Human Life International,2007,Europe,"$145,110",
18,International House of Prayer,2007,Europe,,No Schedule F
19,International Human Rights Group,2007,Europe,,No 990
20,InterVarsity Christian Fellowship,2007,Europe,"$2,242,620",
21,Leadership Institute,2007,Europe,,No Schedule F
22,Liberty Counsel,2007,Europe,,No 990
23,LifeSiteNews,2007,Europe,,No 990
24,Population Research Institute,2007,Europe,,No Schedule F
25,Religious Freedom Institute,2007,Europe,,No 990
26,Summit Ministries,2007,Europe,"$84,709",
27,The Heritage Foundation,2007,Europe,,No Schedule F
28,World Youth Alliance,2007,Europe,"$49,508",
1,Acton Institute for the Study of Religion and Liberty,2007,Latin America,,No Schedule F
2,Alliance Defending Freedom,2007,Latin America,,No Schedule F
3,American Center for Law and Justice,2007,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2007,Latin America,"$136,500",
5,Bethany Christian Services,2007,Latin America,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Latin America,$0,
7,Capitol Ministries,2007,Latin America,,No Schedule F
8,Cato Institute,2007,Latin America,,No Schedule F
9,Exodus Cry,2007,Latin America,,No 990
10,Family Research Council,2007,Latin America,,No Schedule F
11,Family Watch International,2007,Latin America,,No 990
12,Federalist Society,2007,Latin America,,No Schedule F
13,Fellowship Foundation,2007,Latin America,"$433,289",
14,Focus on the Family,2007,Latin America,,No Schedule F
15,Heartbeat International,2007,Latin America,,No Schedule F
16,Home School Legal Defense Association,2007,Latin America,,No Schedule F
17,Human Life International,2007,Latin America,"$141,587",
18,International House of Prayer,2007,Latin America,,No Schedule F
19,International Human Rights Group,2007,Latin America,,No 990
20,InterVarsity Christian Fellowship,2007,Latin America,$0,
21,Leadership Institute,2007,Latin America,,No Schedule F
22,Liberty Counsel,2007,Latin America,,No 990
23,LifeSiteNews,2007,Latin America,,No 990
24,Population Research Institute,2007,Latin America,,No Schedule F
25,Religious Freedom Institute,2007,Latin America,,No 990
26,Summit Ministries,2007,Latin America,$0,
27,The Heritage Foundation,2007,Latin America,,No Schedule F
28,World Youth Alliance,2007,Latin America,"$35,947",
1,Acton Institute for the Study of Religion and Liberty,2007,Middle East & North Africa,,No Schedule F
2,Alliance Defending Freedom,2007,Middle East & North Africa,,No Schedule F
3,American Center for Law and Justice,2007,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2007,Middle East & North Africa,$0,
5,Bethany Christian Services,2007,Middle East & North Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2007,Middle East & North Africa,$0,
7,Capitol Ministries,2007,Middle East & North Africa,,No Schedule F
8,Cato Institute,2007,Middle East & North Africa,,No Schedule F
9,Exodus Cry,2007,Middle East & North Africa,,No 990
10,Family Research Council,2007,Middle East & North Africa,,No Schedule F
11,Family Watch International,2007,Middle East & North Africa,,No 990
12,Federalist Society,2007,Middle East & North Africa,,No Schedule F
13,Fellowship Foundation,2007,Middle East & North Africa,"$50,000",
14,Focus on the Family,2007,Middle East & North Africa,,No Schedule F
15,Heartbeat International,2007,Middle East & North Africa,,No Schedule F
16,Home School Legal Defense Association,2007,Middle East & North Africa,,No Schedule F
17,Human Life International,2007,Middle East & North Africa,$0,
18,International House of Prayer,2007,Middle East & North Africa,,No Schedule F
19,International Human Rights Group,2007,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2007,Middle East & North Africa,$0,
21,Leadership Institute,2007,Middle East & North Africa,,No Schedule F
22,Liberty Counsel,2007,Middle East & North Africa,,No 990
23,LifeSiteNews,2007,Middle East & North Africa,,No 990
24,Population Research Institute,2007,Middle East & North Africa,,No Schedule F
25,Religious Freedom Institute,2007,Middle East & North Africa,,No 990
26,Summit Ministries,2007,Middle East & North Africa,$0,
27,The Heritage Foundation,2007,Middle East & North Africa,,No Schedule F
28,World Youth Alliance,2007,Middle East & North Africa,$0,
1,Acton Institute for the Study of Religion and Liberty,2007,North America (outside the US),,No Schedule F
2,Alliance Defending Freedom,2007,North America (outside the US),,No schedule F
3,American Center for Law and Justice,2007,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2007,North America (outside the US),0,
5,Bethany Christian Services,2007,North America (outside the US),,No schedule F
6,Billy Graham Evangelistic Association,2007,North America (outside the US),,No Schedule F
7,Capitol Ministries,2007,North America (outside the US),,No Schedule F
8,Cato Institute,2007,North America (outside the US),,No Schedule F
9,Exodus Cry,2007,North America (outside the US),,No 990
10,Family Research Council,2007,North America (outside the US),,No Schedule F
11,Family Watch International,2007,North America (outside the US),,No 990
12,Federalist Society,2007,North America (outside the US),,No Schedule F
13,Fellowship Foundation,2007,North America (outside the US),"$7,000",
14,Focus on the Family,2007,North America (outside the US),,No Schedule F
15,Heartbeat International,2007,North America (outside the US),,No Schedule F
16,Home School Legal Defense Association,2007,North America (outside the US),,No Schedule F
17,Human Life International,2007,North America (outside the US),"$36,070",
18,International House of Prayer,2007,North America (outside the US),,No Schedule F
19,International Human Rights Group,2007,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2007,North America (outside the US),779976,
21,Leadership Institute,2007,North America (outside the US),,No Schedule F
22,Liberty Counsel,2007,North America (outside the US),,No 990
23,LifeSiteNews,2007,North America (outside the US),,No 990
24,Population Research Institute,2007,North America (outside the US),,No Schedule F
25,Religious Freedom Institute,2007,North America (outside the US),,No 990
26,Summit Ministries,2007,North America (outside the US),$0,
27,The Heritage Foundation,2007,North America (outside the US),,No Schedule F
28,World Youth Alliance,2007,North America (outside the US),$0,
